asin,content,date,rate,reviewer,title
B07TZGST9V," 'bI'm really happy with this premium-feeling LED lamp.bI received this lamp yesterday and so far I'm really happy with it. I used it last night to read by.bThe packaging for the lamp is definitely premium - way better than I expected, especially given the price (which I think is very good). As you'll see from my photos, it came without any damage to the external box (it's not in an Amazon box, since it's so well packaged already I guess; less waste is a good think). Inside the lamp is really well packed - plenty of polystyrene around the lamp, and the lamp itself has thin plastic film over all the surfaces, so there is absolutely no scuffing or marring of the glossy finish.bInstallation was a breeze, just plug it in and check the clear instructions for what each button does. The only thing that confused me for a moment was the brightness - I was touching the bottom and top of the dimmer slider, and thought it only had two settings. Actually it's a cool slider bar, so you can set it to whatever brightness you want.I love the colour warmth setting. During the day for working I want a bright light, but at night a warm light to read by - the six settings give me exactly what I wanted.'bI charged my phone (Samsung Galaxy S7) overnight using the USB charging port, and it charged quickly and the lamp/phone didn't heat up. Saves having something extra plugged in at my bedside table.bFinally, the lamp has a good reach - you can extend it forwards so that you can use a dimmer setting to read by, since it's closer to your Kindle or book. ","Reviewed in Canada on February 2, 2018",5,A D B, 'bI'm really happy with this premium-feeling LED lamp 
B07TZGST9V," 'Functionally, its a god send for me.'Different lighting + type of lighting for late nights helps a ton. Dont need my room light on'Build wise, its plastic. Not the sturdy feeling plastic either. Take your time with setting it up, and also when changing the angle. If you do that it should last.'As you can see in the picture, dust wants tk be its best friend so have those wipes ready if it bothers you, but not a big deal. Finger print magnet yea, but again, you can wipe them off.'They make a good headphone stand, but be gentle.'Night lamp mode is really neat, dont need to walk around my room in tge middle of the night fearing the safety of my toes.'Price is a bit too steep for me. Now lets see if the lifespan matches the price.'bI would buy it again. I'd. Just prefer more sturdy materials for the body instead of plastic ","Reviewed in Canada on October 18, 2018",4,Nevil Mistry, 'bLets see if it becomes Ol'reliable 
B07TZGST9V, 'Very happy!' ,"Reviewed in Canada on December 11, 2018",5,aurora, 'Bright well made attractive!' 
B07TZGST9V, 'bJe l'utilise comme lampe de chevet. Fait tr s bien la job ! Super pratique et utile. ,"Reviewed in Canada on April 27, 2019",5,NT, 'Super produit' 
B07TZGST9V, 'J avais un cadeau offrir et il a t tr s appr ci .' ,"Reviewed in Canada on January 20, 2020",5,C cile Rochette, 'Ce produit est beau et fait l unanimit ...toute la famille l aime.' 
B07TZGST9V, ' So beautiful for your desk Design.'Brightness is Wowww!'I love the feature that you can adjust Kelvin temperatures.'There is a hiden surprises usb port Designed in the back side as a phone charger!'So cute & lovely' ,"Reviewed in Canada on March 5, 2020",5,Ellie, 'So cute & lovely' 
B07TZGST9V, ' This lamp is all you need for your home office/study. The design is sleek and simple and looks very minimalistic.'Built is aluminum based and it is very sturdy and it has good base.'It has 5 brightness mode and it has both Day light and warm light modes.'Extra points is for the 1A USB port.'Improvement: 2A USB port can be provided as nowadays every mobile/tablets supports fast charging.' ,"Reviewed in Canada on January 9, 2020",5,Radha, 'Office lamp' 
B07TZGST9V," 'Mostly aluminum construction, it looks very nice. Controls are very responsive and easy to use. Good selection of brightness and color temperature.'USB is only 1A output, enough for overnight charging. The base could use bit more weight: it tends to tip when adjusting angle.' ","Reviewed in Canada on July 21, 2019",5,JP, 'Nice looking and versatile.' 
B07TZGST9V, 'bI use this lamp for a home office/guest bedroom. This lamp is one of the best I've ever purchased. Took only 2 minutes to get it out of the box and put it together. When you turn it on for the first time you realize why so many of us have given it 5 stars. ,"Reviewed in Canada on July 24, 2018",5,GM, 'Wow!' 
B07TZGST9V," 'Bought this lamp recently because I fell in love with this beautiful light . When I received it, I was thrilled! Good quality, bright enough for a room and looks perfect for a gift Really good and works as expected!' ","Reviewed in Canada on May 21, 2018",5,Cellphonefeng, 'Bought this lamp recently because I fell in love with this beautiful light' 
B07TZGST9V," 'This lamp is fantastic, I even constructed so that I can hang my headphone on it. I was afraid the light would be too weak, but I was wrong, it is enough for me to do work around it at night.' ","Reviewed in Canada on May 15, 2018",5,J," 'This lamp is fantastic, I even constructed so that I can hang ...' "
B07TZGST9V, 'bCan't even turn the lamp on ,"Reviewed in Canada on January 24, 2020",1,anonymous, 'On/Off knob was broken off out of the box' 
B07TZGST9V, 'bThe switch at the top of the lampshade is a little bit cheapy. But over all it's a great lamp. Recommended. ,"Reviewed in Canada on December 2, 2016",4,Heck, 'bBut over all it's a great lamp. Recommended 
B07TZGST9V, 'excellent achat' ,"Reviewed in Canada on February 22, 2016",5,pixel, 'excellent pour le prix' 
B07TZGST9V, 'Quite disappointed as the lights were only shining at capacity for a few weeks. I wish I can exchange or return'EDIT: the company was quick to contact me to rectify the previous purchase. We received a replacement and very happy. Thank you for taking care of this' ,"Reviewed in Canada on February 27, 2020",5,Joan, 'Quite disappointed ....+ Edit' 
B07TZGST9V," 'bI was looking for a desk lamp that I can use for my readings. This one has the perfect size and brightness. I like 3 different lighting types since they make it very versatile. I am using this every day from the day I got it, and now I can't imagine a day without it. I totally recommend this product. ","Reviewed in Canada on July 16, 2019",5,Jason, 'Perfect desk lamp' 
B07TZGST9V," 'bthe charger can't work after several months, actually i bought two of them, after one can't work, i changed another charger, it worked, so the problem is the charger's quality. I hope the seller can solve my problem.budpate After the comments, the seller send one new lamp to me and say sorry for me , i think it's really great attitude, I want to say thank you for the seller. ","Reviewed in Canada on February 21, 2020",5,frank liu, 'can not work after about half year===update' 
B07TZGST9V, 'Stopped holding a charge after 3 weeks of usage' ,"Reviewed in Canada on May 15, 2018",1,Russ1982, 'Stopped holding a charge after 3 weeks of usage' 
B07TZGST9V, 'Too small and only USB plug.' ,"Reviewed in Canada on February 6, 2020",3,cherdan, 'Too small' 
B07TZGST9V," ' claire bien mais le fils d alimentation se d branche facilement, pour le reste bon achat qualit prix' ","Reviewed in Canada on June 10, 2019",4,Michel Buteau, 'Beau design bonne achat q/p' 
B07TZGST9V," 'The moment I found out about TaoTronics and this specific desk lamp [TT-DL16] via TheArchitectsGuide(dot)com, this lamp was a Lightning Deal. This is a quality lamp that is very sturdy. It is not a lamp that one will move around due to its weight. Also, it is not a lamp that one may want to use as a bedside lamp as the on button is always lit up and is quite bright. However, this is a desk lamp after all. On a work desk, the various brightness and colour temperature adjustments makes this lamp very versatile. The height and angle of the light are adjustable. The timer function, favourite setting function, night light and USB charging port are added bonuses.' ","Reviewed in Canada on March 20, 2019",5,Crash Nodar, 'TT-DL16: One Of The Most Versatile Desk Lamps Available' 
B07TZGST9V," 'bLove the solid, professional look of the construction. But, the power light glows on 24/7 that I have to put a small book over nightly. It's a dealbreaker. Another is that my eyes are too sensitive to the light so I turn the head away, facing the wall or corner. But, I want it to be able to face the ceiling and it cannot. Another disappointment. ","Reviewed in Canada on September 3, 2018",3,Violet, 'Nice but not bad' 
B07TZGST9V, 'Excellent lamp. Very sturdy and made of steel and not plastic. The different light colors are great for your eyes to not strain when you are reading a book. The shipping was fast and delivered earlier than the scheduled delivery date. Was debating if paying the extra would be worth it but I am very glad I did as this lamp is very durable and looks very modern. Also like the fact I can charge my phone on the side of the lamp instead of the back of it. Would recommend this lamp.' ,"Reviewed in Canada on December 16, 2018",5,Barbara, 'best value for your money!' 
B07TZGST9V," 'This is an awesome light. Very bright, but has a dimmer. The night light setting is a neat feature as well as the off timer. I got the white version of the light and it looks very and blends seamlessly on my desk. The light \'arm\' can rotate and move around to light up most areas. The ergonomic design has a very Apple feel with the touch sensitive buttons and smooth curves. Complete with the minimalist look. The USB port in the back is great for charging devices, but I wish it was near the front of the light for easier access. I guess that\'s the only thing that would be improved.'bOther than that, I think it's an awesome product. ","Reviewed in Canada on September 19, 2018",5,Mr. JCB, 'Very nice desk light!' 
